Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL
79,TJASBDXV9U,VI-JOHN Purifying Charcoal Premium Shaving Cream Enriched With Aloevera & Jojoba Oil and Shaving Brush From Paraben,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/24/f0460cb6-4281-44c0-9284-11183716a764_694373_1.png,70ml,https://www.swiggy.com/stores/instamart/p/TJASBDXV9U?custom_back=true
80,7LV8L37SR9,"Cello Amitabh Bachchan Opalware Solitaire Series Blu Dinner Set, 33 Units | Opal Glass Dinner Set for 6 | Crockery Set for Festive Ocassions, Parties | White Plate and Bowl Set",Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/11/d2aa4e3e-9dd6-4702-8a61-fba45d391a0e_34177_1.png,1pack,https://www.swiggy.com/stores/instamart/p/7LV8L37SR9?custom_back=true
81,GDD6UKDOUH,playR Training T-Shirt Red - L,Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/086bca61fc57b934ecba88b41c8c9312,1Piece,https://www.swiggy.com/stores/instamart/p/GDD6UKDOUH?custom_back=true
82,PKXXR6621C,Sosyo mix fruit flavoured drink_1.5l,Cold Drinks and Juices,0,1.5L,https://www.swiggy.com/stores/instamart/p/PKXXR6621C?custom_back=true
83,LXNQKJ6M40,Sparx Slippers SF0204G Grey Black- 6 UK,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/18/2dc45248-9540-485c-8a64-74d6c32cc19a_56552_1.png,6UK,https://www.swiggy.com/stores/instamart/p/LXNQKJ6M40?custom_back=true
84,WKXULCSS37,ORGANIC INDIA Ashwagandha 60 Cap,Nutraceuticals,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/12/96360968-262f-4fc2-86ca-5216806fb1ff_75628_1.png,200g,https://www.swiggy.com/stores/instamart/p/WKXULCSS37?custom_back=true
85,06CQDYPDIM,Oye Happy Coal,Holi,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/3/dbfb9c53-75f7-47a6-8e00-905f6fcdff6f_340132_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/06CQDYPDIM?custom_back=true
86,JBWDRK6AWX,Oye Happy Multicolor bangles Size 2.6,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/25/df8a2cce-c9a8-465a-b5d3-7a203383f8d5_237266_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/JBWDRK6AWX?custom_back=true
87,WT3XWJ9B3J,Sunfeast Fantastik Signature Truffles,Chocolates,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/3/adf19333-2de8-42af-9540-c97da0954a24_616297_1.png,134.4g,https://www.swiggy.com/stores/instamart/p/WT3XWJ9B3J?custom_back=true
88,4VOTYWINGF,Just Lil Things-blue-hoop-earrings-jlt11369,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/aacc9b3a-9774-47ae-8762-4ba441b61d8e_454335_1.png,25g,https://www.swiggy.com/stores/instamart/p/4VOTYWINGF?custom_back=true
89,831J1J0EBD,Crocs Unisex All Terrain Flip Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/c1e7497e1dcbb1e58a5b07d42e355e37,5UK,https://www.swiggy.com/stores/instamart/p/831J1J0EBD?custom_back=true
90,58FAQCG2NR,Crocs Mens Classic II Clogs White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/20/a2d4c8ad-1cc4-437f-a36d-6997a8db79d5_BeltsWalletsBagsinstamax_J10J76MM7R_MN.jpg,1Piece,https://www.swiggy.com/stores/instamart/p/58FAQCG2NR?custom_back=true
91,TG5IQOP8Q9,Crocs Mens Classic II Clogs White_UK7,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/7/789d7165-d316-4ea0-b580-b6c3e77466aa_BeltsWalletsBagsinstamax_K8VL6BWBMF_AL1.png,7UK,https://www.swiggy.com/stores/instamart/p/TG5IQOP8Q9?custom_back=true
92,X3JAVGEJBW,Flite Slippers FL0366L Navy Pink- 4 UK,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/18/b63c05a8-6372-4e85-a15a-23dd5e178941_59000_1.png,4UK,https://www.swiggy.com/stores/instamart/p/X3JAVGEJBW?custom_back=true
93,BE0G51KVT6,Crocs Womens Crocs Splash Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/b63daec1-9fb9-4b1f-acd9-8fa50958ecf8_BeltsWalletsBagsinstamax_7ASKZIRD9X_MN.png,4UK,https://www.swiggy.com/stores/instamart/p/BE0G51KVT6?custom_back=true
94,GULANISHY3,Crocs Unisex All Terrain Flip Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/c1e7497e1dcbb1e58a5b07d42e355e37,6UK,https://www.swiggy.com/stores/instamart/p/GULANISHY3?custom_back=true
95,4QT2KGWE90,Crocs Womens Splash Glitter Flip Flop Grey_UK3,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/27/1824ce49-fd0d-49a5-8d4a-ab7f5a2945d1_BeltsWalletsBagsinstamax_NJ4H63HYUR_MN.png,1Piece,https://www.swiggy.com/stores/instamart/p/4QT2KGWE90?custom_back=true
96,HSEG6QHYRZ,"VI-JOHN Prakritik Tomato Face Serum, Moisturizes & Hydrates, Made With 100% Natural Bio Actives",Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/13/e0521cc1-0ef1-4bb3-95fe-ce611825be23_156875_1.png,30ml,https://www.swiggy.com/stores/instamart/p/HSEG6QHYRZ?custom_back=true
97,EUZIAP6ISD,Crocs Womens Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/759f0308-5972-4aee-bca2-36cf53b91797_BeltsWalletsBagsinstamax_5XVP0I6ZBX_MN.png,3UK,https://www.swiggy.com/stores/instamart/p/EUZIAP6ISD?custom_back=true
98,CBTG0RBYLU,Delight foods Calcutta Meetha Paan,Paan Corner,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/27/7ea72de0-30d0-493b-b2b6-22fbcf87f22a_639931_1.png,300g,https://www.swiggy.com/stores/instamart/p/CBTG0RBYLU?custom_back=true
99,6PU8ZOW7U9,Crocs Mens Classic Sandal White_UK10,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/79f3eb27-95cb-459e-a3eb-5fd9470ea79e_BeltsWalletsBagsinstamax_8BGHMV35FT_MN.PNG,10UK,https://www.swiggy.com/stores/instamart/p/6PU8ZOW7U9?custom_back=true
100,H6JRPYHJB2,Sipon Delightful Mango Flavoured Refreshing Summer Drink,Cold Drinks and Juices,0,250ml,https://www.swiggy.com/stores/instamart/p/H6JRPYHJB2?custom_back=true
101,HH24QOFQEB,Crocs Crocs -Classic Printed Camo Clog-MEN - 206454-3TC,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/d2ed7078-94bf-4ba6-8c5d-bfe6c2d30b71_BeltsWalletsBagsinstamax_HNB6V9YJU5_MN.jpg,4UK,https://www.swiggy.com/stores/instamart/p/HH24QOFQEB?custom_back=true
102,U024ACXWTM,Crocs Mens Classic Crocs Sandal Blue_UK5,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/15/c3f0a00b-895e-4dfd-b045-79122874b335_BeltsWalletsBagsinstamax_246A78RYOF_MN.PNG,5UK,https://www.swiggy.com/stores/instamart/p/U024ACXWTM?custom_back=true
103,C5K1O7ZPPV,Sparx Slippers SF0204G Grey Black- 7 UK,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/18/55e7026d-60aa-4fcb-a24a-fc6316af3bf7_80169_1.png,7UK,https://www.swiggy.com/stores/instamart/p/C5K1O7ZPPV?custom_back=true
104,WIELRB0L05,Crocs Womens Classic Platform Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/f7ad0e76-db2c-43e6-a5e5-e0cdfbd69703_BeltsWalletsBagsinstamax_928YSJJSQR_MN.png,7UK,https://www.swiggy.com/stores/instamart/p/WIELRB0L05?custom_back=true
105,1N2WORF8JM,Crocs Classic Crocs Marbled Sandal Red,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/281031b1568a8d36ae43f1239dacb926,5UK,https://www.swiggy.com/stores/instamart/p/1N2WORF8JM?custom_back=true
106,Q2H346FHOY,MILKA Chocolate Creme Pralines Box,Chocolates,0,110g,https://www.swiggy.com/stores/instamart/p/Q2H346FHOY?custom_back=true
107,C7DMTH4YVW,Happy Tyohaar SnowMan Soft Toy,Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/5/c78a39a8-4d17-41d8-807c-344094b9a5aa_498713_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/C7DMTH4YVW?custom_back=true
108,AIU373YRKS,Oye Happy Yellow Cloth,Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/8/bcb0501f-3e55-400b-81ec-03e344716fb8_108484_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/AIU373YRKS?custom_back=true
109,5O5WD079AW,eCraftIndia Lord Ganesha Backflow Cone Incense Holder with 10 Cone Incenses (34*36*21) cm,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/8/0851f806-5b36-47c7-ad5e-00414f972cab_254367_1.png,1pack,https://www.swiggy.com/stores/instamart/p/5O5WD079AW?custom_back=true
110,K3G6W3JDI9,Mamaearth EAU DE PARFUM- Set of 4 |Made Safe Approved | Premium & Long-Lasting Fragrance,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/16/ce77088f-05b0-4466-8493-eb2188a4d8b7_115689_1.png,4pieces,https://www.swiggy.com/stores/instamart/p/K3G6W3JDI9?custom_back=true
111,92W3TJGBL6,Crocs Mens Crocband Flip Flop Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/7/156633aa-7040-4416-afcf-57490892de9d_AA_XDY8XTR6KS_MN.jpg,5UK,https://www.swiggy.com/stores/instamart/p/92W3TJGBL6?custom_back=true
112,LH3Z9O2L6C,Crocs Mens Classic II Clogs Black_UK9,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/739350d0-d4f4-4a8e-9fcf-f49ed0d60cc6_BeltsWalletsBagsinstamax_K6DUPJVGM4_MN.jpg,9UK,https://www.swiggy.com/stores/instamart/p/LH3Z9O2L6C?custom_back=true
113,PFN4AFPDTF,Crocs Mens Crocband Flip Flop Graphite/Volt Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/604408c3-6f8d-4db1-87a0-9519d8755310_BeltsWalletsBagsinstamax_WFN02YTRGX_MN.JPG,6UK,https://www.swiggy.com/stores/instamart/p/PFN4AFPDTF?custom_back=true
114,ABZ9JRAJJ1,You Bella Jewellery for Women Velvet Maroon Bangles Set Women and Girls (2.4),Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/11/3e38a60e-8aa2-47e6-8b9e-2fa085ef95b0_356536_2.png,2.4inches,https://www.swiggy.com/stores/instamart/p/ABZ9JRAJJ1?custom_back=true
115,PAAA6BTIKI,Mad Over Print Green Chunni,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/7/17/642c8259-0c0c-418a-afbc-5243153f08d3_FestiveAssortment_PAAA6BTIKI_MN.png,1Piece,https://www.swiggy.com/stores/instamart/p/PAAA6BTIKI?custom_back=true
116,AD8R0OZZJN,Crocs Unisex All Terrain Flip Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/c1e7497e1dcbb1e58a5b07d42e355e37,7UK,https://www.swiggy.com/stores/instamart/p/AD8R0OZZJN?custom_back=true
117,EFLQB90KY5,Crocs Womens Kadee II Graphic Sandal Pink,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/28/82a93d5f-6bf8-406a-9c9f-e100e06890a8_73875_1.png,8UK,https://www.swiggy.com/stores/instamart/p/EFLQB90KY5?custom_back=true
118,9GML1IEJ6P,Crocs Mens Yukon Khaki Flip Flop Blue,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/27/b130d9e0-374e-4485-b88b-e8e6a952f520_BeltsWalletsBagsinstamax_ZSFWZIFGAZ_MN.png,7UK,https://www.swiggy.com/stores/instamart/p/9GML1IEJ6P?custom_back=true
119,IK03BGLWRR,Wonderchef Sienna Non-stick Cookware 4 Pc Set,Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/20/a29e2e0b-a226-4ad9-af25-f43bd8ad25be_452584_1.png,1box,https://www.swiggy.com/stores/instamart/p/IK03BGLWRR?custom_back=true
120,KWB3S8HL2I,Crocs Womens Flip Flop Grey,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/a2a3593e-7f2f-4ebd-b1b0-aefa83b2f585_BeltsWalletsBagsinstamax_C7R95DLLHB_MN.png,1Piece,https://www.swiggy.com/stores/instamart/p/KWB3S8HL2I?custom_back=true
121,I8XM5T850B,Flite Slippers FL0366L Navy Pink- 5 UK,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/18/e87737b9-4768-4660-bd23-5e18a50d5fa9_65013_1.png,5UK,https://www.swiggy.com/stores/instamart/p/I8XM5T850B?custom_back=true
122,FK6X53PHJ5,Crocs Womens Splash Glitter Flip Flop Grey,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/27/1824ce49-fd0d-49a5-8d4a-ab7f5a2945d1_BeltsWalletsBagsinstamax_NJ4H63HYUR_MN.png,1Piece,https://www.swiggy.com/stores/instamart/p/FK6X53PHJ5?custom_back=true
123,OY8LXLEIXV,Crocs Womens Splash Studded Flip Flop Red,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/70cce53d-953e-47e7-840e-a1f1a9fd4c5b_BeltsWalletsBagsinstamax_J45KXFTCPW_MN.PNG,7UK,https://www.swiggy.com/stores/instamart/p/OY8LXLEIXV?custom_back=true
124,Q1RC08HS6E,Crocs Mens Crocband Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/b19f88f9-0d74-45a5-9bd8-ad22078419b8_BeltsWalletsBagsinstamax_JKJO70BUFT_MN.jpg,10UK,https://www.swiggy.com/stores/instamart/p/Q1RC08HS6E?custom_back=true
125,9BUTITQ1V3,Quace 3 Meter Mini Ball String Light,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/27/b9d2b635-24b8-4169-b895-1fbe96c131cf_478074_1.png,1pack,https://www.swiggy.com/stores/instamart/p/9BUTITQ1V3?custom_back=true
126,ZOGCNP1GO3,Delight foods Bhakhri Onebite Methi,Munchies And Snacks,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/22/8e022ff3-a3f3-4750-be07-90f68034ce79_750990_1.png,200g,https://www.swiggy.com/stores/instamart/p/ZOGCNP1GO3?custom_back=true
127,FS39ATTMFA,Crocs Mens Classic Crocs Sandal Blue_UK7,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/15/38423cae-a521-42fb-806c-5f12a09498f1_BeltsWalletsBagsinstamax_9ZCKNSB4DL_MN.PNG,7UK,https://www.swiggy.com/stores/instamart/p/FS39ATTMFA?custom_back=true
128,LC3O3ARHMA,Crocs Mens Classic Animal Remix Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/8c8e2aee-74a6-42a2-83fc-e42c1181e4dc_BeltsWalletsBagsinstamax_Q70RQZ46Q8_MN.jpg,7UK,https://www.swiggy.com/stores/instamart/p/LC3O3ARHMA?custom_back=true
129,132U8M0JLP,Soulflower Kesar Agarbatti,Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/17/0c1e7290-92bc-44d0-a6fe-f9968d81e6f5_597908_1.png,1pack,https://www.swiggy.com/stores/instamart/p/132U8M0JLP?custom_back=true
130,LW5OMCBEVG,Crocs Mens Classic All-Terrain Flip Flop Yellow,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/aa2c705ee0a42434404c18dbb1793941,6UK,https://www.swiggy.com/stores/instamart/p/LW5OMCBEVG?custom_back=true
131,8QH4GHOGLG,Wonderchef Tivoli Induction Bottom Non-Stick Kadhai 24 cm With Lid 2 L,Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/20/9fd9312e-73c1-44dd-ae89-4eda313d21c7_997339_1.png,1box,https://www.swiggy.com/stores/instamart/p/8QH4GHOGLG?custom_back=true
132,L51C9OWPUL,Crocs Womens Kadee II Graphic Sandal Pink,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/28/7efa41f5-9d45-4325-843d-4c145881a96a_93594_1.png,4UK,https://www.swiggy.com/stores/instamart/p/L51C9OWPUL?custom_back=true
133,0WZTK0A9NL,Luxor A-5 Notebook - 300 Pages,Stationery Art Hobbies,https://instamart-media-assets.swiggy.com/swiggy/image/upload/8645a1cc2e2baf83e7fe96bda100eb8f,1Piece,https://www.swiggy.com/stores/instamart/p/0WZTK0A9NL?custom_back=true
134,C5LTLDXJXV,You Bella Jewellery for Women Velvet Green Bangles Set Women and Girls (2.4),Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/11/298403b5-fac2-4fc8-b01f-0352fe6f9655_860914_1.png,2.4inches,https://www.swiggy.com/stores/instamart/p/C5LTLDXJXV?custom_back=true
135,UFREBWMVTG,Crocs Womens Kadee II Graphic Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/18cc2374-33a7-44d4-bdb6-d20279b30f61_BeltsWalletsBagsinstamax_GKVSLHJC03_MN.png,4UK,https://www.swiggy.com/stores/instamart/p/UFREBWMVTG?custom_back=true
136,QUXS2U8J7K,PicFest Tissue Ribbon Gold,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/6/7/b59a43e6-5e20-45d4-b18c-1f52133f8e0a_miscellaneous_QUXS2U8J7K_MN.png,25meter,https://www.swiggy.com/stores/instamart/p/QUXS2U8J7K?custom_back=true
137,L1I0ND478F,Just Lil Things Gold Star Engraved Pendant Necklace | Minimalist Charm for Everyday Elegance-jltn0640,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/36e6903c-6e5b-4fe7-ae58-856c4c1918b9_827954_1.png,25g,https://www.swiggy.com/stores/instamart/p/L1I0ND478F?custom_back=true
138,GA2ZOVVBM2,Crocs Classic Crocs Sandal Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/78e74539-22bd-4bba-ba41-eab67a141d6c_BeltsWalletsBagsinstamax_8XB6A8Q67J_MN.png,10UK,https://www.swiggy.com/stores/instamart/p/GA2ZOVVBM2?custom_back=true
139,7E5SC11EU2,Crocs Mens Classic Crocs Sandal Blue_UK8,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/4/15/f1edc5fb-0bb2-409c-bed5-200a172188ea_BeltsWalletsBagsinstamax_IBNVC3B06X_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/7E5SC11EU2?custom_back=true
140,SM185B9R3U,Crocs Men Classic All-Terrain Flip Flop Yellow,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/aa2c705ee0a42434404c18dbb1793941,3UK,https://www.swiggy.com/stores/instamart/p/SM185B9R3U?custom_back=true
141,IORBYE0H17,Crocs Womens Boca Wedge Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/35aa5fe6-0384-41e0-adbb-f450fab71fb7_BeltsWalletsBagsinstamax_CC0PSR9JF2_MN.png,6UK,https://www.swiggy.com/stores/instamart/p/IORBYE0H17?custom_back=true
142,3VHHK1PRWH,Crocs Womens Splash Glossy Slides White_UK3,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/aaa17e84-2b91-452f-a7c7-566f49e64a23_BeltsWalletsBagsinstamax_BAPILXQA01_MN.PNG,3UK,https://www.swiggy.com/stores/instamart/p/3VHHK1PRWH?custom_back=true
143,YEP4AIC5PE,Crocs Mens Classic Sandal White_UK9,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/79f3eb27-95cb-459e-a3eb-5fd9470ea79e_BeltsWalletsBagsinstamax_8BGHMV35FT_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/YEP4AIC5PE?custom_back=true
144,Q5NGR4KTC8,Crocs Womens Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/041786b3-e684-4385-9ccf-77a2c0b22f0a_BeltsWalletsBagsinstamax_20UZHZAWD5_MN.JPG,4UK,https://www.swiggy.com/stores/instamart/p/Q5NGR4KTC8?custom_back=true
145,UM791ZICCH,Crocs Womens Splash Glossy Slides White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/f45be0fd-7a41-45ec-bacd-221c1b940f29_BeltsWalletsBagsinstamax_IYS3SJ5KAS_MN.PNG,8UK,https://www.swiggy.com/stores/instamart/p/UM791ZICCH?custom_back=true
146,ITKOBO189W,Crocs Classic Crocs Sandal Black_UK6,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/589290d5-553b-467a-b9cb-238d5dee7cc6_BeltsWalletsBagsinstamax_C5NCD10QM7_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/ITKOBO189W?custom_back=true
147,72IT6WKQXF,"Wonderchef Venice Stainless Steel Bowl Set of 6 | Classic Design and Gloss Finish | 100% Food-grade Stainless Steel | Non-corrosive, Sturdy, Unbreakable",Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/20/ecbb3820-f227-4668-afd6-17baee182e2b_964649_1.png,1box,https://www.swiggy.com/stores/instamart/p/72IT6WKQXF?custom_back=true
148,6DZY5ZBGKC,Crocs Mens Classic Animal Remix Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/38d39d7d-f87f-4593-bafd-7d2dcbe1c0f2_BeltsWalletsBagsinstamax_MDTQ8ZIK9C_MN.JPG,6UK,https://www.swiggy.com/stores/instamart/p/6DZY5ZBGKC?custom_back=true
149,9E6PKBFHVT,Farm Express Premium Sona Masuri Rice,"Atta, Rice and Dals",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/28/f4758275-1105-490d-b968-3b12c0df6811_615033_1.png,5kg,https://www.swiggy.com/stores/instamart/p/9E6PKBFHVT?custom_back=true
150,L93TYWHITF,Brijwasi Sweets Motichoor Ladoo,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/e74f247abc12155b872e5c4e151c552b,210g,https://www.swiggy.com/stores/instamart/p/L93TYWHITF?custom_back=true
151,G4C85O1AJ8,Brijwasi Sweets Kaju Pista Roll,Bakery,https://instamart-media-assets.swiggy.com/swiggy/image/upload/5cb4c331a7ccdc5290dbc397bf1bb1e9,250g,https://www.swiggy.com/stores/instamart/p/G4C85O1AJ8?custom_back=true
152,6D685XD7VH,Oye Happy Gaumutra / Cow Urine ( 50 ml ),Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/29/6ae086f1-d869-47ea-a7a6-aa3ab8aafe40_281586_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/6D685XD7VH?custom_back=true
153,G2HQQSLO2D,Aqualogica Refresh On the Set of 3 Perfume Body Mist for Women,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/16/c3947311-8ebb-447a-b924-ff1d456eab0a_141643_1.png,3pieces,https://www.swiggy.com/stores/instamart/p/G2HQQSLO2D?custom_back=true
154,VV0Y2ZDNNP,Oye Happy Festive Theme Gift Bag,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/12/49ce8adf-17b0-43d3-8286-c1e2c39aaf87_597570_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/VV0Y2ZDNNP?custom_back=true
